Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
rilsikane_dlt-nrct,cn.trinea.android.view.autoscrollviewpager,AutoScrollViewPager,onTouchEvent,Complex Conditional,The conditional expression (currentItem == 0 && downX <= touchX) || (currentItem == pageCount - 1 && downX >= touchX) is complex.,164
rilsikane_dlt-nrct,cn.trinea.android.view.autoscrollviewpager,AutoScrollViewPager,onTouchEvent,Complex Method,Cyclomatic complexity of the method is 9,164
rilsikane_dlt-nrct,cn.trinea.android.view.autoscrollviewpager,CustomDurationScroller,startScroll,Long Parameter List,The method has 5 parameters. ,43
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Complex Method,Cyclomatic complexity of the method is 17,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Long Method,The method has 111 lines of code.,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Long Statement,The length of the statement "shadowVertices=new float[]{cardVertices[X_00]`cardVertices[Y_01] + h`z`cardVertices[X_01]`cardVertices[Y_01]`0f`cardVertices[X_11]`cardVertices[Y_11]`0f`cardVertices[X_10]`cardVertices[Y_01] + h`z};" is 198.,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Long Statement,The length of the statement "shadowVertices=new float[]{cardVertices[X_10] - w`cardVertices[Y_00]`z`cardVertices[X_11] - w`cardVertices[Y_01]`z`cardVertices[X_11]`cardVertices[Y_11]`0f`cardVertices[X_10]`cardVertices[Y_10]`0f};" is 198.,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Long Statement,The length of the statement "shadowVertices=new float[]{cardVertices[X_00]`cardVertices[Y_00]`0f`cardVertices[X_01]`cardVertices[Y_00] - h`z`cardVertices[X_11]`cardVertices[Y_00] - h`z`cardVertices[X_10]`cardVertices[Y_00]`0f};" is 198.,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Long Statement,The length of the statement "shadowVertices=new float[]{cardVertices[X_00]`cardVertices[Y_00]`0f`cardVertices[X_01]`cardVertices[Y_01]`0f`cardVertices[X_00] + w`cardVertices[Y_11]`z`cardVertices[X_01] + w`cardVertices[Y_10]`z};" is 198.,140
rilsikane_dlt-nrct,com.aphidmobile.flip,Card,draw,Magic Number,The method contains a magic number: 2,140
