Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mk12_mycraft,org.lwjgl.openal,AL10,alSource3f,Long Parameter List,The method has 5 parameters. ,828
mk12_mycraft,org.lwjgl.openal,AL10,nalSource3f,Long Parameter List,The method has 5 parameters. ,841
mk12_mycraft,org.lwjgl.openal,AL10,alBufferData,Magic Number,The method contains a magic number: 2,1101
mk12_mycraft,org.lwjgl.openal,AL10,nalBufferData,Long Parameter List,The method has 5 parameters. ,1163
mk12_mycraft,org.lwjgl.openal,AL11,alSource3i,Long Parameter List,The method has 5 parameters. ,93
mk12_mycraft,org.lwjgl.openal,AL11,nalSource3i,Long Parameter List,The method has 5 parameters. ,106
mk12_mycraft,org.lwjgl.openal,AL11,alBuffer3f,Long Parameter List,The method has 5 parameters. ,136
mk12_mycraft,org.lwjgl.openal,AL11,nalBuffer3f,Long Parameter List,The method has 5 parameters. ,150
mk12_mycraft,org.lwjgl.openal,AL11,alBuffer3i,Long Parameter List,The method has 5 parameters. ,181
mk12_mycraft,org.lwjgl.openal,AL11,nalBuffer3i,Long Parameter List,The method has 5 parameters. ,195
mk12_mycraft,org.lwjgl.openal,AL,create,Complex Method,Cyclomatic complexity of the method is 8,105
mk12_mycraft,org.lwjgl.openal,AL,create,Long Parameter List,The method has 5 parameters. ,105
mk12_mycraft,org.lwjgl.openal,AL,create,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2082fc04,105
mk12_mycraft,org.lwjgl.openal,AL,init,Long Parameter List,The method has 5 parameters. ,154
mk12_mycraft,org.lwjgl.openal,AL,init,Long Statement,The length of the statement "context=ALC10.alcCreateContext(device`ALCcontext.createAttributeList(contextFrequency`contextRefresh`contextSynchronized ? ALC10.ALC_TRUE : ALC10.ALC_FALSE));" is 158.,154
mk12_mycraft,org.lwjgl.openal,AL,create,Magic Number,The method contains a magic number: 44100,193
mk12_mycraft,org.lwjgl.openal,AL,create,Magic Number,The method contains a magic number: 60,193
mk12_mycraft,org.lwjgl.openal,ALC11,initialize,Magic Number,The method contains a magic number: 2,172
mk12_mycraft,org.lwjgl.openal,ALCcontext,createAttributeList,Magic Number,The method contains a magic number: 7,80
mk12_mycraft,org.lwjgl.openal,EFXUtil,isEffectSupported,Complex Method,Cyclomatic complexity of the method is 15,71
mk12_mycraft,org.lwjgl.openal,EFXUtil,isEffectSupported,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2b8631c,71
mk12_mycraft,org.lwjgl.openal,EFXUtil,isFilterSupported,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@762a560b,106
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Complex Method,Cyclomatic complexity of the method is 14,131
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Empty catch clause,The method has an empty catch block.,131
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4a8861ca,131
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6c32c971,131
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2dd3f768,131
mk12_mycraft,org.lwjgl.openal,EFXUtil,testSupportGeneric,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@96d76d7,131
mk12_mycraft,org.lwjgl.openal,AL10,alSource3f,Long Parameter List,The method has 5 parameters. ,777
mk12_mycraft,org.lwjgl.openal,AL10,alBufferData,Long Parameter List,The method has 5 parameters. ,985
mk12_mycraft,org.lwjgl.openal,AL11,alSource3i,Long Parameter List,The method has 5 parameters. ,105
mk12_mycraft,org.lwjgl.openal,AL11,alBuffer3f,Long Parameter List,The method has 5 parameters. ,143
mk12_mycraft,org.lwjgl.openal,AL11,alBuffer3i,Long Parameter List,The method has 5 parameters. ,183
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,clLogMessagesToSystemLogAPPLE,Long Statement,The length of the statement "nclLogMessagesToSystemLogAPPLE(MemoryUtil.getAddress(errstr)`MemoryUtil.getAddress(private_info)`private_info.remaining()`MemoryUtil.getAddress(user_data)`function_pointer);" is 173.,12
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,nclLogMessagesToSystemLogAPPLE,Long Parameter List,The method has 5 parameters. ,20
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,clLogMessagesToStdoutAPPLE,Long Statement,The length of the statement "nclLogMessagesToStdoutAPPLE(MemoryUtil.getAddress(errstr)`MemoryUtil.getAddress(private_info)`private_info.remaining()`MemoryUtil.getAddress(user_data)`function_pointer);" is 170.,22
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,nclLogMessagesToStdoutAPPLE,Long Parameter List,The method has 5 parameters. ,30
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,clLogMessagesToStderrAPPLE,Long Statement,The length of the statement "nclLogMessagesToStderrAPPLE(MemoryUtil.getAddress(errstr)`MemoryUtil.getAddress(private_info)`private_info.remaining()`MemoryUtil.getAddress(user_data)`function_pointer);" is 170.,32
mk12_mycraft,org.lwjgl.opencl,APPLEContextLoggingFunctions,nclLogMessagesToStderrAPPLE,Long Parameter List,The method has 5 parameters. ,40
mk12_mycraft,org.lwjgl.opencl,APPLEGLSharing,clGetGLContextInfoAPPLE,Complex Conditional,The conditional expression __result == CL10.CL_SUCCESS && param_value != null && APIUtil.isDevicesParam(param_name) is complex.,37
mk12_mycraft,org.lwjgl.opencl,APPLEGLSharing,clGetGLContextInfoAPPLE,Long Parameter List,The method has 5 parameters. ,37
mk12_mycraft,org.lwjgl.opencl,APPLEGLSharing,clGetGLContextInfoAPPLE,Long Statement,The length of the statement "int __result=nclGetGLContextInfoAPPLE(context.getPointer()`MemoryUtil.getAddress(platform_gl_ctx)`param_name`(param_value == null ? 0 : param_value.remaining())`MemoryUtil.getAddressSafe(param_value)`MemoryUtil.getAddressSafe(param_value_size_ret)`function_pointer);" is 266.,37
mk12_mycraft,org.lwjgl.opencl,APPLEGLSharing,clGetGLContextInfoAPPLE,Long Statement,The length of the statement "if (__result == CL10.CL_SUCCESS && param_value != null && APIUtil.isDevicesParam(param_name)) context.getParent().registerCLDevices(param_value`param_value_size_ret);" is 166.,37
mk12_mycraft,org.lwjgl.opencl,APPLEGLSharing,nclGetGLContextInfoAPPLE,Long Parameter List,The method has 7 parameters. ,50
mk12_mycraft,org.lwjgl.opencl,CL10,clGetPlatformIDs,Long Statement,The length of the statement "int __result=nclGetPlatformIDs((platforms == null ? 0 : platforms.remaining())`MemoryUtil.getAddressSafe(platforms)`MemoryUtil.getAddressSafe(num_platforms)`function_pointer);" is 175.,392
mk12_mycraft,org.lwjgl.opencl,CL10,clGetPlatformInfo,Long Statement,The length of the statement "int __result=nclGetPlatformInfo(platform == null ? 0 : platform.getPointer()`param_name`(param_value == null ? 0 : param_value.remaining())`MemoryUtil.getAddressSafe(param_value)`MemoryUtil.getAddressSafe(param_value_size_ret)`function_pointer);" is 245.,406
mk12_mycraft,org.lwjgl.opencl,CL10,nclGetPlatformInfo,Long Parameter List,The method has 6 parameters. ,416
mk12_mycraft,org.lwjgl.opencl,CL10,clGetDeviceIDs,Long Statement,The length of the statement "int __result=nclGetDeviceIDs(platform.getPointer()`device_type`(devices == null ? 0 : devices.remaining())`MemoryUtil.getAddressSafe(devices)`MemoryUtil.getAddressSafe(num_devices)`function_pointer);" is 199.,418
mk12_mycraft,org.lwjgl.opencl,CL10,nclGetDeviceIDs,Long Parameter List,The method has 6 parameters. ,431
mk12_mycraft,org.lwjgl.opencl,CL10,clGetDeviceInfo,Long Statement,The length of the statement "int __result=nclGetDeviceInfo(device.getPointer()`param_name`(param_value == null ? 0 : param_value.remaining())`MemoryUtil.getAddressSafe(param_value)`MemoryUtil.getAddressSafe(param_value_size_ret)`function_pointer);" is 218.,433
mk12_mycraft,org.lwjgl.opencl,CL10,nclGetDeviceInfo,Long Parameter List,The method has 6 parameters. ,443
mk12_mycraft,org.lwjgl.opencl,CL10,clCreateContext,Long Statement,The length of the statement "__result=new CLContext(nclCreateContext(MemoryUtil.getAddress(properties)`devices.remaining()`MemoryUtil.getAddress(devices)`pfn_notify == null ? 0 : pfn_notify.getPointer()`user_data`MemoryUtil.getAddressSafe(errcode_ret)`function_pointer)`APIUtil.getCLPlatform(properties));" is 276.,445
mk12_mycraft,org.lwjgl.opencl,CL10,clCreateContext,Magic Number,The method contains a magic number: 3,445
