Project Name,Package Name,Architecture Smell,Cause of the Smell
UniTime_cpsolver,org.cpsolver.coursett,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.cpsolver.coursett.constraint; org.cpsolver.coursett.criteria; org.cpsolver.coursett.heuristics
UniTime_cpsolver,org.cpsolver.coursett,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Constants; Test; TimetableLoader; TimetableXMLLoader; TimetableXMLSaver; DomainChart; JenrlChart; GetInfo; IdConvertor; SolutionEvaluator; TimetableSaver]; [GetInfo.Info]; [GetMppInfo]; [Test.ShutdownHook]; [TimetableSolver]; [TimetableXMLLoader.DatePattern]. LCC (Lack of Component Cohesion) = 0.38
UniTime_cpsolver,<All packages>,Dense Structure, The tool detected the smell because all the analyzed components exhibit excessive and dense dependencies among themselves. Average degree = 11.93. All the dependencies among components: from: org.cpsolver.coursett to: org.cpsolver.coursett.model; from: org.cpsolver.coursett to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett to: org.cpsolver.ifs.util; from: org.cpsolver.coursett to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett to: org.cpsolver.ifs.extension; from: org.cpsolver.coursett to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett to: org.cpsolver.coursett.constraint; from: org.cpsolver.coursett to: org.cpsolver.coursett.criteria; from: org.cpsolver.coursett to: org.cpsolver.coursett.heuristics; from: org.cpsolver.coursett to: org.cpsolver.ifs.model; from: org.cpsolver.coursett.constraint to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.constraint to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.constraint to: org.cpsolver.coursett; from: org.cpsolver.coursett.constraint to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.constraint to: org.cpsolver.coursett.criteria; from: org.cpsolver.coursett.constraint to: org.cpsolver.ifs.model; from: org.cpsolver.coursett.constraint to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.ifs.criteria; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.coursett.constraint; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.coursett; from: org.cpsolver.coursett.criteria.additional to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.criteria to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.criteria to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.criteria to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.criteria to: org.cpsolver.coursett; from: org.cpsolver.coursett.criteria to: org.cpsolver.ifs.perturbations; from: org.cpsolver.coursett.criteria to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.criteria to: org.cpsolver.coursett.constraint; from: org.cpsolver.coursett.criteria to: org.cpsolver.coursett.preference; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.ifs.extension; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.criteria.placement to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.custom to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.custom to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.custom to: org.cpsolver.ifs.termination; from: org.cpsolver.coursett.custom to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.heuristics; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.heuristics to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.model; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.heuristics to: org.cpsolver.ifs.extension; from: org.cpsolver.coursett.heuristics to: org.cpsolver.coursett; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.model to: org.cpsolver.coursett.constraint; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.termination; from: org.cpsolver.coursett.model to: org.cpsolver.coursett.sectioning; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.model; from: org.cpsolver.coursett.model to: org.cpsolver.coursett; from: org.cpsolver.coursett.model to: org.cpsolver.coursett.criteria; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.model to: org.cpsolver.coursett.preference; from: org.cpsolver.coursett.model to: org.cpsolver.ifs.criteria; from: org.cpsolver.coursett.model to: org.cpsolver.coursett.criteria.additional; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.ifs.model; from: org.cpsolver.coursett.neighbourhoods to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.preference to: org.cpsolver.coursett; from: org.cpsolver.coursett.sectioning to: org.cpsolver.coursett.model; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.assignment; from: org.cpsolver.coursett.sectioning to: org.cpsolver.coursett.constraint; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.util; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.solution; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.termination; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.solver; from: org.cpsolver.coursett.sectioning to: org.cpsolver.ifs.model; from: org.cpsolver.exam.criteria.additional to: org.cpsolver.ifs.util; from: org.cpsolver.exam.criteria.additional to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.criteria.additional to: org.cpsolver.exam.model; from: org.cpsolver.exam.criteria to: org.cpsolver.ifs.model; from: org.cpsolver.exam.criteria to: org.cpsolver.exam.criteria.additional; from: org.cpsolver.exam.criteria to: org.cpsolver.ifs.util; from: org.cpsolver.exam.criteria to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.criteria to: org.cpsolver.exam.model; from: org.cpsolver.exam.criteria to: org.cpsolver.ifs.solver; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.util; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.solver; from: org.cpsolver.exam.heuristics to: org.cpsolver.exam.model; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.solution; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.heuristics; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.model; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.algorithms; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.termination; from: org.cpsolver.exam.heuristics to: org.cpsolver.ifs.extension; from: org.cpsolver.exam to: org.cpsolver.ifs.util; from: org.cpsolver.exam to: org.cpsolver.exam.model; from: org.cpsolver.exam to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam to: org.cpsolver.ifs.solver; from: org.cpsolver.exam to: org.cpsolver.ifs.solution; from: org.cpsolver.exam to: org.cpsolver.exam.criteria; from: org.cpsolver.exam to: org.cpsolver.exam.split; from: org.cpsolver.exam to: org.cpsolver.exam.criteria.additional; from: org.cpsolver.exam.model to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.model to: org.cpsolver.ifs.model; from: org.cpsolver.exam.model to: org.cpsolver.exam.criteria; from: org.cpsolver.exam.model to: org.cpsolver.ifs.util; from: org.cpsolver.exam.model to: org.cpsolver.coursett; from: org.cpsolver.exam.neighbours to: org.cpsolver.ifs.util; from: org.cpsolver.exam.neighbours to: org.cpsolver.ifs.solver; from: org.cpsolver.exam.neighbours to: org.cpsolver.ifs.solution; from: org.cpsolver.exam.neighbours to: org.cpsolver.exam.model; from: org.cpsolver.exam.neighbours to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.neighbours to: org.cpsolver.exam.criteria; from: org.cpsolver.exam.reports to: org.cpsolver.exam.model; from: org.cpsolver.exam.reports to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.reports to: org.cpsolver.ifs.util; from: org.cpsolver.exam.reports to: org.cpsolver.exam.criteria; from: org.cpsolver.exam.split to: org.cpsolver.exam.model; from: org.cpsolver.exam.split to: org.cpsolver.ifs.util; from: org.cpsolver.exam.split to: org.cpsolver.ifs.solver; from: org.cpsolver.exam.split to: org.cpsolver.ifs.assignment; from: org.cpsolver.exam.split to: org.cpsolver.ifs.solution; from: org.cpsolver.exam.split to: org.cpsolver.exam.criteria; from: org.cpsolver.exam.split to: org.cpsolver.ifs.criteria; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.heuristics; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.algorithms to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.algorithms.neighbourhoods to: org.cpsolver.ifs.constant; from: org.cpsolver.ifs.assignment to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.assignment to: org.cpsolver.ifs.assignment.context; from: org.cpsolver.ifs.assignment to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.assignment.context to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.assignment.context to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.assignment.context to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.assignment.context to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.constant to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.criteria to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.criteria to: org.cpsolver.ifs.assignment.context; from: org.cpsolver.ifs.criteria to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.criteria to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.criteria to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.extension; from: org.cpsolver.ifs.dbt to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.example.csp to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.example.csp to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.example.csp to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.example.csp to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.example.jobshop to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.example.jobshop to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.example.jobshop to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.example.jobshop to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.example.rpp to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.example.rpp to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.example.rpp to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.example.rpp to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.example.tt to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.example.tt to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.example.tt to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.example.tt to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.extension to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.extension to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.extension to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.extension to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.extension to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.heuristics to: org.cpsolver.ifs.extension; from: org.cpsolver.ifs.heuristics to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.heuristics to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.heuristics to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.heuristics to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.criteria; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.assignment.context; from: org.cpsolver.ifs.model to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.perturbations to: org.cpsolver.ifs.extension; from: org.cpsolver.ifs.perturbations to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.perturbations to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.perturbations to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.perturbations to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.solution to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.solution to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.solution to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.solution to: org.cpsolver.ifs.perturbations; from: org.cpsolver.ifs.solution to: org.cpsolver.ifs.solver; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.model; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.assignment.context; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.termination; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.perturbations; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.heuristics; from: org.cpsolver.ifs.solver to: org.cpsolver.ifs.extension; from: org.cpsolver.ifs.termination to: org.cpsolver.ifs.util; from: org.cpsolver.ifs.termination to: org.cpsolver.ifs.solution; from: org.cpsolver.ifs.util to: org.cpsolver.ifs.assignment; from: org.cpsolver.ifs.util to: org.cpsolver.ifs.termination; from: org.cpsolver.ifs.util to: org.cpsolver.ifs.solver; from: org.cpsolver.instructor.constraints to: org.cpsolver.ifs.assignment; from: org.cpsolver.instructor.constraints to: org.cpsolver.instructor.model; from: org.cpsolver.instructor.constraints to: org.cpsolver.ifs.util; from: org.cpsolver.instructor.constraints to: org.cpsolver.coursett; from: org.cpsolver.instructor.criteria to: org.cpsolver.ifs.util; from: org.cpsolver.instructor.criteria to: org.cpsolver.ifs.assignment; from: org.cpsolver.instructor.criteria to: org.cpsolver.instructor.model; from: org.cpsolver.instructor.model to: org.cpsolver.coursett.model; from: org.cpsolver.instructor.model to: org.cpsolver.coursett.preference; from: org.cpsolver.instructor.model to: org.cpsolver.ifs.assignment; from: org.cpsolver.instructor.model to: org.cpsolver.coursett; from: org.cpsolver.instructor.model to: org.cpsolver.ifs.util; from: org.cpsolver.instructor.model to: org.cpsolver.instructor.constraints; from: org.cpsolver.instructor.model to: org.cpsolver.ifs.model; from: org.cpsolver.instructor to: org.cpsolver.ifs.util; from: org.cpsolver.instructor to: org.cpsolver.ifs.assignment; from: org.cpsolver.instructor to: org.cpsolver.instructor.model; from: org.cpsolver.instructor to: org.cpsolver.ifs.solver; from: org.cpsolver.instructor to: org.cpsolver.ifs.model; from: org.cpsolver.instructor to: org.cpsolver.ifs.solution; from: org.cpsolver.instructor to: org.cpsolver.ifs.extension; from: org.cpsolver.instructor.test to: org.cpsolver.ifs.util; from: org.cpsolver.instructor.test to: org.cpsolver.instructor.model; from: org.cpsolver.instructor.test to: org.cpsolver.ifs.assignment; from: org.cpsolver.instructor.test to: org.cpsolver.coursett; from: org.cpsolver.instructor.test to: org.cpsolver.coursett.model; from: org.cpsolver.instructor.test to: org.cpsolver.instructor.constraints; from: org.cpsolver.instructor.test to: org.cpsolver.instructor.criteria; from: org.cpsolver.studentsct.check to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.check to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.check to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.check to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.constraint to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.constraint to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.constraint to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.constraint to: org.cpsolver.studentsct.reservation; from: org.cpsolver.studentsct.extension to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.extension to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.extension to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.extension to: org.cpsolver.ifs.solver; from: org.cpsolver.studentsct.extension to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.extension to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.extension to: org.cpsolver.coursett; from: org.cpsolver.studentsct.filter to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.filter to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct to: org.cpsolver.ifs.solution; from: org.cpsolver.studentsct to: org.cpsolver.ifs.solver; from: org.cpsolver.studentsct to: org.cpsolver.ifs.heuristics; from: org.cpsolver.studentsct to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct to: org.cpsolver.coursett; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.heuristics.selection; from: org.cpsolver.studentsct to: org.cpsolver.ifs.model; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.weights; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.constraint; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.filter; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.reservation; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.heuristics.studentord; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.report; from: org.cpsolver.studentsct to: org.cpsolver.studentsct.check; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.extension; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.solver; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.solution; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.heuristics; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.studentsct.filter; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.studentsct.heuristics.selection; from: org.cpsolver.studentsct.heuristics to: org.cpsolver.ifs.model; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.solver; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.solution; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.model; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct.heuristics; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct.filter; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.studentsct.heuristics.studentord; from: org.cpsolver.studentsct.heuristics.selection to: org.cpsolver.ifs.heuristics; from: org.cpsolver.studentsct.heuristics.studentord to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.heuristics.studentord to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.model to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.model to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.model to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.model to: org.cpsolver.studentsct.reservation; from: org.cpsolver.studentsct.model to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.model to: org.cpsolver.studentsct.constraint; from: org.cpsolver.studentsct.model to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct.model to: org.cpsolver.ifs.model; from: org.cpsolver.studentsct.online.expectations to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.online.expectations to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.online.expectations to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.online to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.online to: org.cpsolver.ifs.heuristics; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.online.expectations; from: org.cpsolver.studentsct.online to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.online to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.reservation; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.online.selection; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.heuristics.studentord; from: org.cpsolver.studentsct.online to: org.cpsolver.ifs.solver; from: org.cpsolver.studentsct.online to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.studentsct.online; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.studentsct.weights; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.ifs.solution; from: org.cpsolver.studentsct.online.selection to: org.cpsolver.coursett; from: org.cpsolver.studentsct.report to: org.cpsolver.studentsct; from: org.cpsolver.studentsct.report to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.report to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.report to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.report to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.report to: org.cpsolver.coursett; from: org.cpsolver.studentsct.report to: org.cpsolver.studentsct.extension; from: org.cpsolver.studentsct.report to: org.cpsolver.studentsct.constraint; from: org.cpsolver.studentsct.reservation to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.reservation to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.reservation to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.weights to: org.cpsolver.ifs.util; from: org.cpsolver.studentsct.weights to: org.cpsolver.studentsct.model; from: org.cpsolver.studentsct.weights to: org.cpsolver.ifs.solution; from: org.cpsolver.studentsct.weights to: org.cpsolver.coursett.model; from: org.cpsolver.studentsct.weights to: org.cpsolver.ifs.assignment; from: org.cpsolver.studentsct.weights to: org.cpsolver.studentsct.extension.
UniTime_cpsolver,org.cpsolver.coursett,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.cpsolver.coursett; org.cpsolver.coursett.model; org.cpsolver.coursett
UniTime_cpsolver,org.cpsolver.coursett,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.cpsolver.coursett; org.cpsolver.coursett.constraint; org.cpsolver.coursett
UniTime_cpsolver,org.cpsolver.coursett,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.cpsolver.coursett; org.cpsolver.coursett.criteria; org.cpsolver.coursett
UniTime_cpsolver,org.cpsolver.coursett,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.cpsolver.coursett; org.cpsolver.coursett.heuristics; org.cpsolver.coursett
UniTime_cpsolver,org.cpsolver.coursett,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.cpsolver.coursett; org.cpsolver.coursett.model; org.cpsolver.coursett.preference; org.cpsolver.coursett
UniTime_cpsolver,org.cpsolver.coursett.constraint,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
UniTime_cpsolver,org.cpsolver.coursett.constraint,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.cpsolver.coursett.criteria
