Project Name,Package Name,Architecture Smell,Cause of the Smell
MagIciaNGTAO_leetcode,org.mingtaoz.a9.dp,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BestTimeBuySellStock; BestTimeBuySellStockTest]; [CoinsInALine; CoinsInALineTest]; [Knapsack; KnapsackTest]; [RodCutting; RodCuttingTest]. LCC (Lack of Component Cohesion) = 0.5
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 50
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Anagrams]; [Anagrams.Wrapper]; [Diff]; [DistinctSubsequences; DistinctSubsequencesTest]; [EditDistance; EditDistanceTest]; [InterleavingString; InterlevingStringTest]; [IsomorphicStrings]; [LargestNumber]; [LargestNumber.Wrapper]; [LengthofLastWord]; [LongestCommonPrefix]; [LongestPalindromicSubstring; LongestPalindromicSubstringTest]; [LongestSubstring; LongestSubstringTest]; [MinimumWindowSubstring; MinimumWindowSubstringTest]; [MultiplyString; MultiplyStringTest]; [PalindromePartitioning; PalindromePartitioningTest]; [PalindromePartitioning.Node]; [Parenthese; ParentheseTest]; [RepeatedDNASequences; RepeatedDNASequencesTest]; [ReverseWordsInString; ReverseWordsInStringTest]; [ShortestPalindrome; ShortestPalindromeTest]; [SimplifyPath; SimplifyPathTest]; [StringToInteger]; [StrStr; StrStrTest]; [SubstringwithConcatenationofAllWords; SubstringwithConcatenationofAllWordsTest]; [TextJustification; TextJustificationTest]; [Trie; TrieTest]; [Trie.TrieNode]; [ValidNumber; ValidNumberTest]; [ValidPalindrome]; [WordBreak; WordBreakTest]. LCC (Lack of Component Cohesion) = 0.62
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BinaryTree; BinaryTreeTest]; [BinaryTree.TreeNode]; [BinaryTree.TreeLinkNode]; [BinaryTree.SortedListToOBST]; [BSTIterator]; [BSTIterator.TreeNode]; [SinkZeroInBinaryTree; SinkZeroInBinaryTreeTest; TreePrinter]. LCC (Lack of Component Cohesion) = 0.7
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Arrays; ArraysTest]; [JumpGame; JumpGameTest]; [MedianOfTwoSortedArrays; MedianOfTwoSortedArraysTest]; [ReadNCharacters]; [ReadNCharacters.dummy]; [RotateArray; RotateArrayTest]; [SlidingWindowMaximum]; [SortColors; SortColorsTest]; [FindMinimumInRotatedSortedArrayTest]; [FirstMissingPositiveTest]. LCC (Lack of Component Cohesion) = 0.67
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.binary,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddBinary; AddBinaryTest]; [BitwiseANDOfNumbersRange]; [NumberOfOneBits]; [ReverseBits; ReverseBitsTest]. LCC (Lack of Component Cohesion) = 0.67
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.geometry,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MaxPointsOnALine; MaxPointsOnALineTest]; [MaxPointsOnALine.Point]; [TheSkylineProblem; TheSkylineProblemTest]; [TheSkylineProblem.Height]. LCC (Lack of Component Cohesion) = 0.67
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.iteration,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ClimbingStairs; ClimbingStairsTest]; [CountAndSay; CountAndSayTest]; [PalindromeNumber; PalindromeNumberTest]; [Roman]; [Roman.RomanNumerical]. LCC (Lack of Component Cohesion) = 0.63
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.list,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddTwoNumbers; ListNode; RemoveDuplicatesSortedList; RemoveLinkedListElements; RemoveNthNodeFromEndofList; RemoveNthNodeFromEndofList.ListNode; ReorderList; ReverseNodesInKGroup; ReverseNodesInKGroup.ListNode; RotateList; RotateList.ListNode; SinglyLinkedList; SinglyLinkedList.ListNode; SwapNodesInPairs; SwapNodesInPairs.ListNode; MergeTwoSortedListsTest; PartitionListTest; RemoveDuplicatesSortedListTest; SinglyLinkedListTest; AddTwoNumbers.ListNode; IntersectionOfTwoLinkedLists; IntersectionOfTwoLinkedLists.ListNode; MergeSortedLists]; [CopyRandomList; CopyRandomListTest]; [CopyRandomList.RandomListNode]; [DoublyLinkedList; DoublyLinkedListTest]; [DoublyLinkedList.Node]; [ListNode.PartitionList]. LCC (Lack of Component Cohesion) = 0.2
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.matrix,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RotateImage; RotateImageTest]; [SearchA2DMatrix; SearchA2DMatrixTest]; [SetMatrixZeroes]; [SpiralMatrix]. LCC (Lack of Component Cohesion) = 0.67
